,pokedex_number,name,german_name,japanese_name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
609,512,Simisage,Vegichita,ヤナッキー (Yanakkie),5,Normal,Thorn Monkey Pokémon,1,Grass,,1.1,30.5,2,Gluttony,,Overgrow,498,75,98,63,98,63,101,75,70,174,Medium Fast,1,Field,,87.5,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
610,513,Pansear,Grillmak,バオップ (Baoppu),5,Normal,High Temp Pokémon,1,Fire,,0.6,11.0,2,Gluttony,,Blaze,316,50,53,48,53,48,64,190,70,63,Medium Fast,1,Field,,87.5,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
611,514,Simisear,Grillchita,バオッキー (Baokkie),5,Normal,Ember Pokémon,1,Fire,,1.0,28.0,2,Gluttony,,Blaze,498,75,98,63,98,63,101,75,70,174,Medium Fast,1,Field,,87.5,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
612,515,Panpour,Sodamak,ヒヤップ (Hiyappu),5,Normal,Spray Pokémon,1,Water,,0.6,13.5,2,Gluttony,,Torrent,316,50,53,48,53,48,64,190,70,63,Medium Fast,1,Field,,87.5,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
613,516,Simipour,Sodachita,ヒヤッキー (Hiyakkie),5,Normal,Geyser Pokémon,1,Water,,1.0,29.0,2,Gluttony,,Torrent,498,75,98,63,98,63,101,75,70,174,Medium Fast,1,Field,,87.5,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
614,517,Munna,Somniam,ムンナ (Munna),5,Normal,Dream Eater Pokémon,1,Psychic,,0.6,23.3,3,Forewarn,Synchronize,Telepathy,292,76,25,45,67,55,24,190,70,58,Fast,1,Field,,50.0,10,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
615,518,Musharna,Somnivora,ムシャーナ (Musharna),5,Normal,Drowsing Pokémon,1,Psychic,,1.1,60.5,3,Forewarn,Synchronize,Telepathy,487,116,55,85,107,95,29,75,70,170,Fast,1,Field,,50.0,10,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
616,519,Pidove,Dusselgurr,マメパト (Mamepato),5,Normal,Tiny Pigeon Pokémon,2,Normal,Flying,0.3,2.1,3,Big Pecks,Super Luck,Rivalry,264,50,55,50,36,30,43,255,70,53,Medium Slow,1,Flying,,50.0,15,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
617,520,Tranquill,Navitaub,ハトーボー (Hatoboh),5,Normal,Wild Pigeon Pokémon,2,Normal,Flying,0.6,15.0,3,Big Pecks,Super Luck,Rivalry,358,62,77,62,50,42,65,120,70,125,Medium Slow,1,Flying,,50.0,15,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
618,521,Unfezant,Fasasnob,ケンホロウ (Kenhallow),5,Normal,Proud Pokémon,2,Normal,Flying,1.2,29.0,3,Big Pecks,Super Luck,Rivalry,488,80,115,80,65,55,93,45,70,220,Medium Slow,1,Flying,,50.0,15,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
619,522,Blitzle,Elezeba,シママ (Shimama),5,Normal,Electrified Pokémon,1,Electric,,0.8,29.8,3,Lightning Rod,Motor Drive,Sap Sipper,295,45,60,32,50,32,76,190,70,59,Medium Fast,1,Field,,50.0,20,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
620,523,Zebstrika,Zebritz,ゼブライカ (Zebraika),5,Normal,Thunderbolt Pokémon,1,Electric,,1.6,79.5,3,Lightning Rod,Motor Drive,Sap Sipper,497,75,100,63,80,63,116,75,70,174,Medium Fast,1,Field,,50.0,20,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
621,524,Roggenrola,Kiesling,ダンゴロ (Dangoro),5,Normal,Mantle Pokémon,1,Rock,,0.4,18.0,3,Sturdy,Weak Armor,Sand Force,280,55,75,85,25,25,15,255,70,56,Medium Slow,1,Mineral,,50.0,15,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
622,525,Boldore,Sedimantur,ガントル (Gantle),5,Normal,Ore Pokémon,1,Rock,,0.9,102.0,3,Sturdy,Weak Armor,Sand Force,390,70,105,105,50,40,20,120,70,137,Medium Slow,1,Mineral,,50.0,15,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
623,526,Gigalith,Brockoloss,ギガイアス (Gigaiath),5,Normal,Compressed Pokémon,1,Rock,,1.7,260.0,3,Sturdy,Sand Stream,Sand Force,515,85,135,130,60,80,25,45,70,232,Medium Slow,1,Mineral,,50.0,15,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
624,527,Woobat,Fleknoil,コロモリ (Koromori),5,Normal,Bat Pokémon,2,Psychic,Flying,0.4,2.1,3,Unaware,Klutz,Simple,323,65,45,43,55,43,72,190,70,65,Medium Fast,2,Field,Flying,50.0,15,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
625,528,Swoobat,Fletiamo,ココロモリ (Kokoromori),5,Normal,Courting Pokémon,2,Psychic,Flying,0.9,10.5,3,Unaware,Klutz,Simple,425,67,57,55,77,55,114,45,70,149,Medium Fast,2,Field,Flying,50.0,15,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
626,529,Drilbur,Rotomurf,モグリュー (Mogurew),5,Normal,Mole Pokémon,1,Ground,,0.3,8.5,3,Sand Rush,Sand Force,Mold Breaker,328,60,85,40,30,45,68,120,70,66,Medium Fast,1,Field,,50.0,20,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
627,530,Excadrill,Stalobor,ドリュウズ (Doryuzu),5,Normal,Subterrene Pokémon,2,Ground,Steel,0.7,40.4,3,Sand Rush,Sand Force,Mold Breaker,508,110,135,60,50,65,88,60,70,178,Medium Fast,1,Field,,50.0,20,0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5
628,531,Audino,Ohrdoch,タブンネ (Tabunne),5,Normal,Hearing Pokémon,1,Normal,,1.1,31.0,3,Healer,Regenerator,Klutz,445,103,60,86,60,86,50,255,70,390,Fast,1,Fairy,,50.0,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
629,531,Mega Audino,Ohrdoch,タブンネ (Tabunne),5,Normal,Hearing Pokémon,2,Normal,Fairy,1.5,32.0,1,Healer,,,545,103,60,126,80,126,50,255,70,425,Fast,1,Fairy,,50.0,20,1,1,1,1,1,1,1,2,1,1,1,0.5,1,0,0,0.5,2,1
630,532,Timburr,Praktibalk,ドッコラー (Dokkorer),5,Normal,Muscular Pokémon,1,Fighting,,0.6,12.5,3,Guts,Sheer Force,Iron Fist,305,75,80,55,25,35,35,180,70,61,Medium Slow,1,Human-Like,,75.0,20,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
631,533,Gurdurr,Strepoli,ドテッコツ (Dotekkotsu),5,Normal,Muscular Pokémon,1,Fighting,,1.2,40.0,3,Guts,Sheer Force,Iron Fist,405,85,105,85,40,50,40,90,70,142,Medium Slow,1,Human-Like,,75.0,20,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
632,534,Conkeldurr,Meistagrif,ローブシン (Roubushin),5,Normal,Muscular Pokémon,1,Fighting,,1.4,87.0,3,Guts,Sheer Force,Iron Fist,505,105,140,95,55,65,45,45,70,227,Medium Slow,1,Human-Like,,75.0,20,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
633,535,Tympole,Schallquap,オタマロ (Otamaro),5,Normal,Tadpole Pokémon,1,Water,,0.5,4.5,3,Swift Swim,Hydration,Water Absorb,294,50,50,40,50,40,64,255,70,59,Medium Slow,1,Water 1,,50.0,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
634,536,Palpitoad,Mebrana,ガマガル (Gamagaru),5,Normal,Vibration Pokémon,2,Water,Ground,0.8,17.0,3,Swift Swim,Hydration,Water Absorb,384,75,65,55,65,55,69,120,70,134,Medium Slow,1,Water 1,,50.0,20,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
635,537,Seismitoad,Branawarz,ガマゲロゲ (Gamageroge),5,Normal,Vibration Pokémon,2,Water,Ground,1.5,62.0,3,Swift Swim,Poison Touch,Water Absorb,509,105,95,75,85,75,74,45,70,229,Medium Slow,1,Water 1,,50.0,20,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
636,538,Throh,Jiutesto,ナゲキ (Nageki),5,Normal,Judo Pokémon,1,Fighting,,1.3,55.5,3,Guts,Inner Focus,Mold Breaker,465,120,100,85,30,85,45,45,70,163,Medium Fast,1,Human-Like,,100.0,20,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
637,539,Sawk,Karadonis,ダゲキ (Dageki),5,Normal,Karate Pokémon,1,Fighting,,1.4,51.0,3,Sturdy,Inner Focus,Mold Breaker,465,75,125,75,30,75,85,45,70,163,Medium Fast,1,Human-Like,,100.0,20,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
638,540,Sewaddle,Strawickl,クルミル (Kurumiru),5,Normal,Sewing Pokémon,2,Bug,Grass,0.3,2.5,3,Swarm,Chlorophyll,Overcoat,310,45,53,70,40,60,42,255,70,62,Medium Slow,1,Bug,,50.0,15,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1
639,541,Swadloon,Folikon,クルマユ (Kurumayu),5,Normal,Leaf-Wrapped Pokémon,2,Bug,Grass,0.5,7.3,3,Leaf Guard,Chlorophyll,Overcoat,380,55,63,90,50,80,42,120,70,133,Medium Slow,1,Bug,,50.0,15,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1
640,542,Leavanny,Matrifol,ハハコモリ (Hahakomori),5,Normal,Nurturing Pokémon,2,Bug,Grass,1.2,20.5,3,Swarm,Chlorophyll,Overcoat,500,75,103,80,70,80,92,45,70,225,Medium Slow,1,Bug,,50.0,15,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1
641,543,Venipede,Toxiped,フシデ (Fushide),5,Normal,Centipede Pokémon,2,Bug,Poison,0.4,5.3,3,Poison Point,Swarm,Speed Boost,260,30,45,59,30,39,57,255,70,52,Medium Slow,1,Bug,,50.0,15,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
642,544,Whirlipede,Rollum,ホイーガ (Wheega),5,Normal,Curlipede Pokémon,2,Bug,Poison,1.2,58.5,3,Poison Point,Swarm,Speed Boost,360,40,55,99,40,79,47,120,70,126,Medium Slow,1,Bug,,50.0,15,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
643,545,Scolipede,Cerapendra,ペンドラー (Pendror),5,Normal,Megapede Pokémon,2,Bug,Poison,2.5,200.5,3,Poison Point,Swarm,Speed Boost,485,60,100,89,55,69,112,45,70,218,Medium Slow,1,Bug,,50.0,20,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
644,546,Cottonee,Waumboll,モンメン (Monmen),5,Normal,Cotton Puff Pokémon,2,Grass,Fairy,0.3,0.6,3,Prankster,Infiltrator,Chlorophyll,280,40,27,60,37,50,66,190,70,56,Medium Fast,2,Fairy,Grass,50.0,20,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
645,547,Whimsicott,Elfun,エルフーン (Elfuun),5,Normal,Windveiled Pokémon,2,Grass,Fairy,0.7,6.6,3,Prankster,Infiltrator,Chlorophyll,480,60,67,85,77,75,116,75,70,168,Medium Fast,2,Fairy,Grass,50.0,20,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
646,548,Petilil,Lilminip,チュリネ (Churine),5,Normal,Bulb Pokémon,1,Grass,,0.5,6.6,3,Chlorophyll,Own Tempo,Leaf Guard,280,45,35,50,70,50,30,190,70,56,Medium Fast,1,Grass,,0.0,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
647,549,Lilligant,Dressella,ドレディア (Dredear),5,Normal,Flowering Pokémon,1,Grass,,1.1,16.3,3,Chlorophyll,Own Tempo,Leaf Guard,480,70,60,75,110,75,90,75,70,168,Medium Fast,1,Grass,,0.0,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
648,550,Basculin Red-Striped Form,Barschuft,バスラオ (Bassrao),5,Normal,Hostile Pokémon,1,Water,,1.0,18.0,3,Reckless,Adaptability,Mold Breaker,460,70,92,65,80,55,98,25,70,161,Medium Fast,1,Water 2,,50.0,40,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
649,550,Basculin Blue-Striped Form,Barschuft,バスラオ (Bassrao),5,Normal,Hostile Pokémon,1,Water,,1.0,18.0,3,Rock Head,Adaptability,Mold Breaker,460,70,92,65,80,55,98,25,70,161,Medium Fast,1,Water 2,,50.0,40,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
650,551,Sandile,Ganovil,メグロコ (Meguroco),5,Normal,Desert Croc Pokémon,2,Ground,Dark,0.7,15.2,3,Intimidate,Moxie,Anger Point,292,50,72,35,35,35,65,180,70,58,Medium Slow,1,Field,,50.0,20,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2
651,552,Krokorok,Rokkaiman,ワルビル (Waruvile),5,Normal,Desert Croc Pokémon,2,Ground,Dark,1.0,33.4,3,Intimidate,Moxie,Anger Point,351,60,82,45,45,45,74,90,70,123,Medium Slow,1,Field,,50.0,20,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2
652,553,Krookodile,Rabigator,ワルビアル (Waruvial),5,Normal,Intimidation Pokémon,2,Ground,Dark,1.5,96.3,3,Intimidate,Moxie,Anger Point,519,95,117,80,65,70,92,45,70,234,Medium Slow,1,Field,,50.0,20,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2
653,554,Darumaka,Flampion,ダルマッカ (Darumakka),5,Normal,Zen Charm Pokémon,1,Fire,,0.6,37.5,2,Hustle,,Inner Focus,315,70,90,45,15,45,50,120,70,63,Medium Slow,1,Field,,50.0,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
654,554,Galarian Darumaka,Flampion,ダルマッカ (Darumakka),5,Normal,Zen Charm Pokémon,1,Ice,,0.7,40.0,2,Hustle,,Inner Focus,315,70,90,45,15,45,50,,,,Medium Slow,1,Field,,,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
655,555,Darmanitan Standard Mode,Flampivian,ヒヒダルマ (Hihidaruma),5,Normal,Blazing Pokémon,1,Fire,,1.3,92.9,2,Sheer Force,,Zen Mode,480,105,140,55,30,55,95,60,70,168,Medium Slow,1,Field,,50.0,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
656,555,Darmanitan Zen Mode,Flampivian,ヒヒダルマ (Hihidaruma),5,Normal,Blazing Pokémon,2,Fire,Psychic,1.3,92.9,2,Sheer Force,,Zen Mode,540,105,30,105,140,105,55,60,70,189,Medium Slow,1,Field,,50.0,20,1,0.5,2,1,0.5,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5
657,555,Galarian Darmanitan Standard Mode,Flampivian,ヒヒダルマ (Hihidaruma),5,Normal,Zen Charm Pokémon,1,Ice,,1.7,120.0,2,Gorilla Tactics,,Zen Mode,480,105,140,55,30,55,95,,,,Medium Slow,1,Field,,,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
658,555,Galarian Darmanitan Zen Mode,Flampivian,ヒヒダルマ (Hihidaruma),5,Normal,Zen Charm Pokémon,2,Ice,Fire,1.7,120.0,2,Gorilla Tactics,,Zen Mode,540,105,160,55,30,55,135,,,,,0,,,,,1,1,2,1,0.5,0.25,2,1,2,1,1,0.5,4,1,1,1,1,0.5
659,556,Maractus,Maracamba,マラカッチ (Maracacchi),5,Normal,Cactus Pokémon,1,Grass,,1.0,28.0,3,Water Absorb,Chlorophyll,Storm Drain,461,75,86,67,106,67,60,255,70,161,Medium Fast,1,Grass,,50.0,20,1,2,0,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
660,557,Dwebble,Lithomith,イシズマイ (Ishizumai),5,Normal,Rock Inn Pokémon,2,Bug,Rock,0.3,14.5,3,Sturdy,Shell Armor,Weak Armor,325,50,65,85,35,35,55,190,70,65,Medium Fast,2,Bug,Mineral,50.0,20,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
661,558,Crustle,Castellith,イワパレス (Iwapalace),5,Normal,Stone Home Pokémon,2,Bug,Rock,1.4,200.0,3,Sturdy,Shell Armor,Weak Armor,485,70,105,125,65,75,45,75,70,170,Medium Fast,2,Bug,Mineral,50.0,20,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
662,559,Scraggy,Zurrokex,ズルッグ (Zuruggu),5,Normal,Shedding Pokémon,2,Dark,Fighting,0.6,11.8,3,Shed Skin,Moxie,Intimidate,348,50,75,70,35,70,48,180,35,70,Medium Fast,2,Dragon,Field,50.0,15,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4
663,560,Scrafty,Irokex,ズルズキン (Zuruzukin),5,Normal,Hoodlum Pokémon,2,Dark,Fighting,1.1,30.0,3,Shed Skin,Moxie,Intimidate,488,65,90,115,45,115,58,90,70,171,Medium Fast,2,Dragon,Field,50.0,15,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4
664,561,Sigilyph,Symvolara,シンボラー (Symboler),5,Normal,Avianoid Pokémon,2,Psychic,Flying,1.4,14.0,3,Wonder Skin,Magic Guard,Tinted Lens,490,72,58,80,103,80,97,45,70,172,Medium Fast,1,Flying,,50.0,20,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
665,562,Yamask,Makabaja,デスマス (Desumasu),5,Normal,Spirit Pokémon,1,Ghost,,0.5,1.5,1,Mummy,,,303,38,30,85,55,65,30,190,70,61,Medium Fast,2,Amorphous,Mineral,50.0,25,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
666,562,Galarian Yamask,Makabaja,デスマス (Desumasu),5,Normal,Spirit Pokémon,2,Ground,Ghost,0.5,1.5,1,Wandering Spirit,,,303,38,55,85,30,65,30,,,,Medium Fast,2,Amorphous,Mineral,,25,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
667,563,Cofagrigus,Echnatoll,デスカーン (Desukarn),5,Normal,Coffin Pokémon,1,Ghost,,1.7,76.5,1,Mummy,,,483,58,50,145,95,105,30,90,70,169,Medium Fast,2,Amorphous,Mineral,50.0,25,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
668,564,Tirtouga,Galapaflos,プロトーガ (Protoga),5,Normal,Prototurtle Pokémon,2,Water,Rock,0.7,16.5,3,Solid Rock,Sturdy,Swift Swim,355,54,78,103,53,45,22,45,70,71,Medium Fast,2,Water 1,Water 3,87.5,30,0.5,0.25,1,1.5,3,0.5,1.5,0.5,1.5,0.5,1,1,1,1,1,1,1,1
669,565,Carracosta,Karippas,アバゴーラ (Abagoura),5,Normal,Prototurtle Pokémon,2,Water,Rock,1.2,81.0,3,Solid Rock,Sturdy,Swift Swim,495,74,108,133,83,65,32,45,70,173,Medium Fast,2,Water 1,Water 3,87.5,30,0.5,0.25,1,1.5,3,0.5,1.5,0.5,1.5,0.5,1,1,1,1,1,1,1,1
670,566,Archen,Flapteryx,アーケン (Archen),5,Normal,First Bird Pokémon,2,Rock,Flying,0.5,9.5,1,Defeatist,,,401,55,112,45,74,45,70,45,70,71,Medium Fast,2,Flying,Water 3,87.5,30,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
671,567,Archeops,Aeropteryx,アーケオス (Archeos),5,Normal,First Bird Pokémon,2,Rock,Flying,1.4,32.0,1,Defeatist,,,567,75,140,65,112,65,110,45,70,177,Medium Fast,2,Flying,Water 3,87.5,30,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
672,568,Trubbish,Unratütox,ヤブクロン (Yabukuron),5,Normal,Trash Bag Pokémon,1,Poison,,0.6,31.0,3,Stench,Sticky Hold,Aftermath,329,50,50,62,40,62,65,190,70,66,Medium Fast,1,Mineral,,50.0,20,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
673,569,Garbodor,Deponitox,ダストダス (Dustdas),5,Normal,Trash Heap Pokémon,1,Poison,,1.9,107.3,3,Stench,Weak Armor,Aftermath,474,80,95,82,60,82,75,60,70,166,Medium Fast,1,Mineral,,50.0,20,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
674,570,Zorua,Zorua,ゾロア (Zorua),5,Normal,Tricky Fox Pokémon,1,Dark,,0.7,12.5,1,Illusion,,,330,40,65,40,80,40,65,75,70,66,Medium Slow,1,Field,,87.5,25,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
675,571,Zoroark,Zoroark,ゾロアーク (Zoroark),5,Normal,Illusion Fox Pokémon,1,Dark,,1.6,81.1,1,Illusion,,,510,60,105,60,120,60,105,45,70,179,Medium Slow,1,Field,,87.5,20,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
676,572,Minccino,Picochilla,チラーミィ (Chillarmy),5,Normal,Chinchilla Pokémon,1,Normal,,0.4,5.8,3,Cute Charm,Technician,Skill Link,300,55,50,40,40,40,75,255,70,60,Fast,1,Field,,25.0,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
677,573,Cinccino,Chillabell,チラチーノ (Chillaccino),5,Normal,Scarf Pokémon,1,Normal,,0.5,7.5,3,Cute Charm,Technician,Skill Link,470,75,95,60,65,60,115,60,70,165,Fast,1,Field,,25.0,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
678,574,Gothita,Mollimorba,ゴチム (Gothimu),5,Normal,Fixation Pokémon,1,Psychic,,0.4,5.8,3,Frisk,Competitive,Shadow Tag,290,45,30,50,55,65,45,200,70,58,Medium Slow,1,Human-Like,,25.0,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
679,575,Gothorita,Hypnomorba,ゴチミル (Gothimiru),5,Normal,Manipulate Pokémon,1,Psychic,,0.7,18.0,3,Frisk,Competitive,Shadow Tag,390,60,45,70,75,85,55,100,70,137,Medium Slow,1,Human-Like,,25.0,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
680,576,Gothitelle,Morbitesse,ゴチルゼル (Gothiruselle),5,Normal,Astral Body Pokémon,1,Psychic,,1.5,44.0,3,Frisk,Competitive,Shadow Tag,490,70,55,95,95,110,65,50,70,221,Medium Slow,1,Human-Like,,25.0,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
681,577,Solosis,Monozyto,ユニラン (Uniran),5,Normal,Cell Pokémon,1,Psychic,,0.3,1.0,3,Overcoat,Magic Guard,Regenerator,290,45,30,40,105,50,20,200,70,58,Medium Slow,1,Amorphous,,50.0,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
682,578,Duosion,Mitodos,ダブラン (Doublan),5,Normal,Mitosis Pokémon,1,Psychic,,0.6,8.0,3,Overcoat,Magic Guard,Regenerator,370,65,40,50,125,60,30,100,70,130,Medium Slow,1,Amorphous,,50.0,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
683,579,Reuniclus,Zytomega,ランクルス (Lanculus),5,Normal,Multiplying Pokémon,1,Psychic,,1.0,20.1,3,Overcoat,Magic Guard,Regenerator,490,110,65,75,125,85,30,50,70,221,Medium Slow,1,Amorphous,,50.0,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
684,580,Ducklett,Piccolente,コアルヒー (Koaruhie),5,Normal,Water Bird Pokémon,2,Water,Flying,0.5,5.5,3,Keen Eye,Big Pecks,Hydration,305,62,44,50,44,50,55,190,70,61,Medium Fast,2,Flying,Water 1,50.0,20,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
685,581,Swanna,Swaroness,スワンナ (Swanna),5,Normal,White Bird Pokémon,2,Water,Flying,1.3,24.2,3,Keen Eye,Big Pecks,Hydration,473,75,87,63,87,63,98,45,70,166,Medium Fast,2,Flying,Water 1,50.0,20,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
686,582,Vanillite,Gelatini,バニプッチ (Vanipeti),5,Normal,Fresh Snow Pokémon,1,Ice,,0.4,5.7,3,Ice Body,Snow Cloak,Weak Armor,305,36,50,50,65,60,44,255,70,61,Slow,1,Mineral,,50.0,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
687,583,Vanillish,Gelatroppo,バニリッチ (Vanirich),5,Normal,Icy Snow Pokémon,1,Ice,,1.1,41.0,3,Ice Body,Snow Cloak,Weak Armor,395,51,65,65,80,75,59,120,70,138,Slow,1,Mineral,,50.0,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
688,584,Vanilluxe,Gelatwino,バイバニラ (Baivanilla),5,Normal,Snowstorm Pokémon,1,Ice,,1.3,57.5,3,Ice Body,Snow Warning,Weak Armor,535,71,95,85,110,95,79,45,70,241,Slow,1,Mineral,,50.0,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
689,585,Deerling,Sesokitz,シキジカ (Shikijika),5,Normal,Season Pokémon,2,Normal,Grass,0.6,19.5,3,Chlorophyll,Sap Sipper,Serene Grace,335,60,60,50,40,50,75,190,70,67,Medium Fast,1,Field,,50.0,20,1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1
690,586,Sawsbuck,Kronjuwild,メブキジカ (Mebukijika),5,Normal,Season Pokémon,2,Normal,Grass,1.9,92.5,3,Chlorophyll,Sap Sipper,Serene Grace,475,80,100,70,60,70,95,75,70,166,Medium Fast,1,Field,,50.0,20,1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1
